study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA472383	SAMN09233358	SRS3324312	SRX4108663	SRR7192023	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192023/SRR7192023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192023/SRR7192023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192023/SRR7192023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192023/SRR7192023_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192023	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192023		
PRJNA472383	SAMN09233357	SRS3324313	SRX4108664	SRR7192024	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192024/SRR7192024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192024/SRR7192024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192024/SRR7192024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192024/SRR7192024_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192024	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192024		
PRJNA472383	SAMN09233355	SRS3324314	SRX4108665	SRR7192025	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192025/SRR7192025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192025/SRR7192025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192025/SRR7192025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192025/SRR7192025_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192025	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192025		
PRJNA472383	SAMN09233355	SRS3324314	SRX4108665	SRR7192026	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192026/SRR7192026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192026/SRR7192026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192026/SRR7192026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192026/SRR7192026_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192026	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192026		
PRJNA472383	SAMN09233355	SRS3324314	SRX4108665	SRR7192027	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192027/SRR7192027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192027/SRR7192027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192027/SRR7192027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192027/SRR7192027_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192027	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192027		
PRJNA472383	SAMN09233355	SRS3324314	SRX4108665	SRR7192028	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192028/SRR7192028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192028/SRR7192028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192028/SRR7192028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192028/SRR7192028_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192028	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192028		
PRJNA472383	SAMN09233354	SRS3324315	SRX4108666	SRR7192029	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192029/SRR7192029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192029/SRR7192029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192029/SRR7192029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192029/SRR7192029_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192029	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192029		
PRJNA472383	SAMN09233354	SRS3324315	SRX4108666	SRR7192030	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192030/SRR7192030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192030/SRR7192030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192030/SRR7192030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192030/SRR7192030_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192030	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192030		
PRJNA472383	SAMN09233354	SRS3324315	SRX4108666	SRR7192031	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192031/SRR7192031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192031/SRR7192031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192031/SRR7192031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192031/SRR7192031_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192031	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192031		
PRJNA472383	SAMN09233354	SRS3324315	SRX4108666	SRR7192032	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192032/SRR7192032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192032/SRR7192032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192032/SRR7192032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192032/SRR7192032_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192032	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192032		
PRJNA472383	SAMN09233352	SRS3324316	SRX4108667	SRR7192033	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192033/SRR7192033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192033/SRR7192033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192033/SRR7192033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192033/SRR7192033_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192033	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192033		
PRJNA472383	SAMN09233352	SRS3324316	SRX4108667	SRR7192034	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192034/SRR7192034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192034/SRR7192034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192034/SRR7192034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192034/SRR7192034_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192034	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192034		
PRJNA472383	SAMN09233352	SRS3324316	SRX4108667	SRR7192035	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192035/SRR7192035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192035/SRR7192035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192035/SRR7192035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192035/SRR7192035_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192035	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192035		
PRJNA472383	SAMN09233352	SRS3324316	SRX4108667	SRR7192036	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192036/SRR7192036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192036/SRR7192036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192036/SRR7192036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192036/SRR7192036_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192036	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192036		
PRJNA472383	SAMN09233351	SRS3324317	SRX4108668	SRR7192037	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192037/SRR7192037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192037/SRR7192037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192037/SRR7192037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192037/SRR7192037_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192037	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192037		
PRJNA472383	SAMN09233351	SRS3324317	SRX4108668	SRR7192038	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192038/SRR7192038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192038/SRR7192038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192038/SRR7192038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192038/SRR7192038_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192038	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192038		
PRJNA472383	SAMN09233349	SRS3324318	SRX4108669	SRR7192039	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192039/SRR7192039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192039/SRR7192039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192039/SRR7192039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192039/SRR7192039_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192039	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192039		
PRJNA472383	SAMN09233349	SRS3324318	SRX4108669	SRR7192040	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192040/SRR7192040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192040/SRR7192040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192040/SRR7192040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192040/SRR7192040_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192040	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192040		
PRJNA472383	SAMN09233349	SRS3324318	SRX4108669	SRR7192041	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192041/SRR7192041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192041/SRR7192041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192041/SRR7192041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192041/SRR7192041_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192041	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192041		
PRJNA472383	SAMN09233348	SRS3324319	SRX4108670	SRR7192042	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192042/SRR7192042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192042/SRR7192042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192042/SRR7192042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192042/SRR7192042_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192042	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192042		
PRJNA472383	SAMN09233348	SRS3324319	SRX4108670	SRR7192043	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192043/SRR7192043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192043/SRR7192043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192043/SRR7192043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192043/SRR7192043_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192043	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192043		
PRJNA472383	SAMN09233348	SRS3324319	SRX4108670	SRR7192044	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192044/SRR7192044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192044/SRR7192044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192044/SRR7192044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192044/SRR7192044_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192044	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192044		
PRJNA472383	SAMN09233346	SRS3324320	SRX4108671	SRR7192045	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192045/SRR7192045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192045/SRR7192045_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192045/SRR7192045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192045/SRR7192045_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192045	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192045		
PRJNA472383	SAMN09233346	SRS3324320	SRX4108671	SRR7192046	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192046/SRR7192046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192046/SRR7192046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192046/SRR7192046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192046/SRR7192046_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192046	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192046		
PRJNA472383	SAMN09233346	SRS3324320	SRX4108671	SRR7192047	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192047/SRR7192047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192047/SRR7192047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192047/SRR7192047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192047/SRR7192047_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192047	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192047		
PRJNA472383	SAMN09233344	SRS3324321	SRX4108672	SRR7192048	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192048/SRR7192048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192048/SRR7192048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192048/SRR7192048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192048/SRR7192048_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192048	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192048		
PRJNA472383	SAMN09233344	SRS3324321	SRX4108672	SRR7192049	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192049/SRR7192049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192049/SRR7192049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192049/SRR7192049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192049/SRR7192049_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192049	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192049		
PRJNA472383	SAMN09233333	SRS3324322	SRX4108673	SRR7192050	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192050/SRR7192050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192050/SRR7192050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192050/SRR7192050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192050/SRR7192050_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192050	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192050		
PRJNA472383	SAMN09233333	SRS3324322	SRX4108673	SRR7192051	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192051/SRR7192051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192051/SRR7192051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192051/SRR7192051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192051/SRR7192051_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192051	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192051		
PRJNA472383	SAMN09233333	SRS3324322	SRX4108673	SRR7192052	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192052/SRR7192052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192052/SRR7192052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192052/SRR7192052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192052/SRR7192052_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192052	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192052		
PRJNA472383	SAMN09233330	SRS3324323	SRX4108674	SRR7192053	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192053/SRR7192053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192053/SRR7192053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192053/SRR7192053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192053/SRR7192053_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192053	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192053		
PRJNA472383	SAMN09233330	SRS3324323	SRX4108674	SRR7192054	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192054/SRR7192054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192054/SRR7192054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192054/SRR7192054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192054/SRR7192054_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192054	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192054		
PRJNA472383	SAMN09233330	SRS3324323	SRX4108674	SRR7192055	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192055/SRR7192055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192055/SRR7192055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192055/SRR7192055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192055/SRR7192055_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192055	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192055		
PRJNA472383	SAMN09233330	SRS3324323	SRX4108674	SRR7192056	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192056/SRR7192056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192056/SRR7192056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192056/SRR7192056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192056/SRR7192056_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192056	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192056		
PRJNA472383	SAMN09233329	SRS3324324	SRX4108675	SRR7192057	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192057/SRR7192057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192057/SRR7192057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192057/SRR7192057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192057/SRR7192057_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192057	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192057		
PRJNA472383	SAMN09233329	SRS3324324	SRX4108675	SRR7192058	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192058/SRR7192058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192058/SRR7192058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192058/SRR7192058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192058/SRR7192058_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192058	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192058		
PRJNA472383	SAMN09233329	SRS3324324	SRX4108675	SRR7192059	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192059/SRR7192059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192059/SRR7192059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192059/SRR7192059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192059/SRR7192059_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192059	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192059		
PRJNA472383	SAMN09233329	SRS3324324	SRX4108675	SRR7192060	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192060/SRR7192060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192060/SRR7192060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192060/SRR7192060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192060/SRR7192060_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192060	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192060		
