Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,resident_tissue,Sample Name,source_name,SRA Study
SRR7192058,RNA-Seq,100,1247861800,PRJNA472383,SAMN09233329,482117260,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108675,GSM3148624,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148624,BC04,SRP148597
SRR7192060,RNA-Seq,202,6873341688,PRJNA472383,SAMN09233329,2644436281,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108675,GSM3148624,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148624,BC04,SRP148597
SRR7192062,RNA-Seq,100,104800900,PRJNA472383,SAMN09233328,41280041,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108676,GSM3148625,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148625,BC04,SRP148597
SRR7192066,RNA-Seq,100,657892700,PRJNA472383,SAMN09233327,256916794,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108677,GSM3148626,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148626,BC04,SRP148597
SRR7192069,RNA-Seq,200,38900278200,PRJNA472383,SAMN09233377,16195442958,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108678,GSM3148627,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148627,BC05,SRP148597
SRR7192070,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233376,5343940876,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108679,GSM3148628,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148628,BC05,SRP148597
SRR7192071,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233376,5461160729,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108679,GSM3148628,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148628,BC05,SRP148597
SRR7192073,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233375,5359358176,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108680,GSM3148629,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148629,BC05,SRP148597
SRR7192074,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233375,5449696938,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108680,GSM3148629,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148629,BC05,SRP148597
SRR7192076,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233374,5340502857,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108681,GSM3148630,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148630,BC05,SRP148597
SRR7192078,RNA-Seq,202,12453982154,PRJNA472383,SAMN09233374,4868411603,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108681,GSM3148630,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148630,BC05,SRP148597
SRR7192080,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233373,5535091862,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108682,GSM3148631,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148631,BC06,SRP148597
SRR7192082,RNA-Seq,145,2753798921,PRJNA472383,SAMN09233372,1072484628,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108683,GSM3148632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148632,BC06,SRP148597
SRR7192083,RNA-Seq,145,2687231962,PRJNA472383,SAMN09233372,1038178717,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108683,GSM3148632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148632,BC06,SRP148597
SRR7192085,RNA-Seq,145,2729789633,PRJNA472383,SAMN09233372,1071157915,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108683,GSM3148632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148632,BC06,SRP148597
SRR7192087,RNA-Seq,145,2676307736,PRJNA472383,SAMN09233372,1031844824,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108683,GSM3148632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148632,BC06,SRP148597
SRR7192089,RNA-Seq,145,2716329605,PRJNA472383,SAMN09233372,1062623034,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108683,GSM3148632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148632,BC06,SRP148597
SRR7192091,RNA-Seq,150,28901864400,PRJNA472383,SAMN09233370,22075613293,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108684,GSM3148633,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148633,BC06,SRP148597
SRR7192093,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233369,5435601450,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108685,GSM3148634,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148634,BC07,SRP148597
SRR7192095,RNA-Seq,202,245562512,PRJNA472383,SAMN09233369,102829720,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108685,GSM3148634,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148634,BC07,SRP148597
SRR7192096,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233367,5534805398,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108686,GSM3148635,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148635,BC07,SRP148597
SRR7192097,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233367,5545267674,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108686,GSM3148635,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148635,BC07,SRP148597
SRR7192099,RNA-Seq,202,2372220936,PRJNA472383,SAMN09233367,949790168,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108686,GSM3148635,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148635,BC07,SRP148597
SRR7192100,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233366,5878857927,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108687,GSM3148636,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148636,BC07,SRP148597
SRR7192102,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233366,5890089493,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108687,GSM3148636,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148636,BC07,SRP148597
SRR7192104,RNA-Seq,100,48297560700,PRJNA472383,SAMN09233366,20847098566,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108687,GSM3148636,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148636,BC07,SRP148597
SRR7192107,RNA-Seq,202,8686599940,PRJNA472383,SAMN09233364,3463622770,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108688,GSM3148637,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148637,BC08,SRP148597
SRR7192109,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233363,5593170181,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108689,GSM3148638,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148638,BC08,SRP148597
SRR7192110,RNA-Seq,202,7856171880,PRJNA472383,SAMN09233363,3148399391,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108689,GSM3148638,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148638,BC08,SRP148597
SRR7192111,RNA-Seq,144,2663139297,PRJNA472383,SAMN09233362,1043250233,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108690,GSM3148639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148639,BC08,SRP148597
SRR7192112,RNA-Seq,144,2603376305,PRJNA472383,SAMN09233362,1012114358,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108690,GSM3148639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148639,BC08,SRP148597
SRR7192114,RNA-Seq,145,2643861655,PRJNA472383,SAMN09233362,1044151365,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108690,GSM3148639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148639,BC08,SRP148597
SRR7192115,RNA-Seq,144,4703562874,PRJNA472383,SAMN09233362,1842183726,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108690,GSM3148639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148639,BC08,SRP148597
SRR7192116,RNA-Seq,144,4616222232,PRJNA472383,SAMN09233362,1792917323,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108690,GSM3148639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148639,BC08,SRP148597
SRR7192119,RNA-Seq,150,26969268000,PRJNA472383,SAMN09233360,20449444573,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108691,GSM3148640,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148640,BC08,SRP148597
SRR7192120,RNA-Seq,150,27812122650,PRJNA472383,SAMN09233360,21297647388,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108691,GSM3148640,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148640,BC08,SRP148597
